Model,alpha_req,alpha_tok,lambda_tok_s,selectable,N_L,N_T,n_instances,TP_per_instance,lambda_max,headroom_ratio,Tput_L,Tput_T,system_tput,TTFT_L_s,req_lat_T_packed_s,kv_slack_T,kv_slack_L,bottleneck,n_meets_load,n_meets_kv,n_unsaturated,n_selectable,ttft_bar_s,switch_from,devices_draining,devices_kept,T_drain_s,T_breakeven_s,free_move,note
Llama2-13B,0.82,0.82,2765.5,True,18,14,9,2,2959.1,1.07,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.82,0.82,2844.5,True,18,14,9,2,2959.1,1.04,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.82,0.82,2923.5,True,18,14,9,2,2959.1,1.012,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.82,0.82,3002.5,True,20,12,10,2,3288.0,1.095,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.82,0.82,3081.5,True,20,12,10,2,3288.0,1.067,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.82,0.82,3160.6,True,20,12,10,2,3288.0,1.04,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.82,0.82,3239.6,True,20,12,10,2,3288.0,1.015,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.82,0.82,3318.6,True,22,10,11,2,3616.8,1.09,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,10xTP2/N_T12,8.0,24.0,79.89,798.98,False,
Llama2-13B,0.82,0.82,3397.6,True,22,10,11,2,3616.8,1.065,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.82,0.82,3476.6,True,22,10,11,2,3616.8,1.04,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.82,0.82,3555.6,True,22,10,11,2,3616.8,1.017,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.82,0.82,3634.6,False,22,10,11,2,3616.8,0.995,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,3713.6,False,22,10,11,2,3616.8,0.974,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,3792.7,False,22,10,11,2,3616.8,0.954,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,3871.7,False,22,10,11,2,3616.8,0.934,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,3950.7,False,22,10,11,2,3616.8,0.915,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4029.7,False,22,10,11,2,3616.8,0.898,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4108.7,False,22,10,11,2,3616.8,0.88,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4187.7,False,22,10,11,2,3616.8,0.864,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4266.7,False,22,10,11,2,3616.8,0.848,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4345.8,False,22,10,11,2,3616.8,0.832,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4424.8,False,22,10,11,2,3616.8,0.817,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4503.8,False,22,10,11,2,3616.8,0.803,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4582.8,False,22,10,11,2,3616.8,0.789,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4661.8,False,22,10,11,2,3616.8,0.776,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4740.8,False,22,10,11,2,3616.8,0.763,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4819.8,False,22,10,11,2,3616.8,0.75,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4898.9,False,22,10,11,2,3616.8,0.738,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,4977.9,False,22,10,11,2,3616.8,0.727,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5056.9,False,22,10,11,2,3616.8,0.715,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5135.9,False,22,10,11,2,3616.8,0.704,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5214.9,False,22,10,11,2,3616.8,0.694,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5293.9,False,22,10,11,2,3616.8,0.683,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5372.9,False,22,10,11,2,3616.8,0.673,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5452.0,False,22,10,11,2,3616.8,0.663,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5531.0,False,22,10,11,2,3616.8,0.654,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5610.0,False,22,10,11,2,3616.8,0.645,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5689.0,False,22,10,11,2,3616.8,0.636,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5768.0,False,22,10,11,2,3616.8,0.627,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5847.0,False,22,10,11,2,3616.8,0.619,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,5926.0,False,22,10,11,2,3616.8,0.61,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,6005.0,False,22,10,11,2,3616.8,0.602,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,6084.1,False,22,10,11,2,3616.8,0.594,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,6163.1,False,22,10,11,2,3616.8,0.587,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,6242.1,False,22,10,11,2,3616.8,0.579,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.82,0.82,6321.1,False,22,10,11,2,3616.8,0.572,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,79.0,True,10,22,1,10,468.7,5.932,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.83,0.83,158.0,True,10,22,1,10,468.7,2.966,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.83,0.83,237.0,True,10,22,1,10,468.7,1.977,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.83,0.83,316.1,True,10,22,1,10,468.7,1.483,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.83,0.83,395.1,True,10,22,1,10,468.7,1.186,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,49,52,39,36,0.728,,,,,,,
Llama2-13B,0.83,0.83,474.1,True,12,20,2,6,861.2,1.817,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,37,52,39,30,0.728,1xTP10/N_T22,14.0,18.0,41.12,49.1,False,
Llama2-13B,0.83,0.83,553.1,True,12,20,2,6,861.2,1.557,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,31,52,39,30,0.728,,,,,,,
Llama2-13B,0.83,0.83,632.1,True,12,20,2,6,861.2,1.362,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,31,52,39,30,0.728,,,,,,,
Llama2-13B,0.83,0.83,711.1,True,12,20,2,6,861.2,1.211,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,30,52,39,29,0.728,,,,,,,
Llama2-13B,0.83,0.83,790.1,True,12,20,2,6,861.2,1.09,714.8,4402.4,5117.2,0.678,19.189,2.371,22.962,PoolL,28,52,39,27,0.728,,,,,,,
Llama2-13B,0.83,0.83,869.2,True,14,18,2,7,873.9,1.005,725.3,2853.6,3578.9,0.667,22.444,1.411,28.082,PoolL,26,52,39,25,0.728,2xTP6/N_T20,18.0,14.0,41.12,2799.35,False,
Llama2-13B,0.83,0.83,948.2,True,15,17,3,5,1268.8,1.338,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,21,52,39,21,0.8,2xTP10/N_T12,32.0,0.0,79.89,225.94,False,
Llama2-13B,0.83,0.83,1027.2,True,15,17,3,5,1268.8,1.235,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,20,52,39,20,0.8,,,,,,,
Llama2-13B,0.83,0.83,1106.2,True,15,17,3,5,1268.8,1.147,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,19,52,39,19,0.8,,,,,,,
Llama2-13B,0.83,0.83,1185.2,True,15,17,3,5,1268.8,1.071,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,18,52,39,18,0.8,,,,,,,
Llama2-13B,0.83,0.83,1264.2,True,15,17,3,5,1268.8,1.004,1053.1,2853.6,3906.7,0.692,23.978,1.411,17.842,PoolL,18,52,39,18,0.8,,,,,,,
Llama2-13B,0.83,0.83,1343.2,True,20,12,4,5,1691.8,1.26,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,14,52,39,14,0.83,,,,,,,
Llama2-13B,0.83,0.83,1422.2,True,20,12,4,5,1691.8,1.19,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,14,52,39,14,0.83,,,,,,,
Llama2-13B,0.83,0.83,1501.3,True,20,12,4,5,1691.8,1.127,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,13,52,39,13,0.83,,,,,,,
Llama2-13B,0.83,0.83,1580.3,True,20,12,4,5,1691.8,1.071,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,12,52,39,12,0.83,,,,,,,
Llama2-13B,0.83,0.83,1659.3,True,20,12,4,5,1691.8,1.02,1404.2,2269.2,3673.4,0.692,32.73,1.091,17.842,PoolL,11,52,39,11,0.83,,,,,,,
Llama2-13B,0.83,0.83,1738.3,True,20,12,5,4,1970.8,1.134,1635.8,2269.2,3905.0,0.755,32.73,1.091,12.722,PoolL,10,52,39,10,0.906,5xTP3/N_T17,32.0,0.0,63.3,770.37,False,
Llama2-13B,0.83,0.83,1817.3,True,20,12,5,4,1970.8,1.084,1635.8,2269.2,3905.0,0.755,32.73,1.091,12.722,PoolL,10,52,39,10,0.906,5xTP3/N_T17,32.0,0.0,63.3,770.37,False,
Llama2-13B,0.83,0.83,1896.3,True,20,12,5,4,1970.8,1.039,1635.8,2269.2,3905.0,0.755,32.73,1.091,12.722,PoolL,9,52,39,9,0.906,,,,,,,
Llama2-13B,0.83,0.83,1975.3,True,18,14,6,3,2185.4,1.106,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,5xTP4/N_T12,32.0,0.0,79.89,733.79,False,
Llama2-13B,0.83,0.83,2054.4,True,18,14,6,3,2185.4,1.064,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,,,,,,,
Llama2-13B,0.83,0.83,2133.4,True,18,14,6,3,2185.4,1.024,1813.9,2853.6,4667.5,0.83,28.582,1.411,7.602,PoolL,7,52,39,7,0.996,,,,,,,
Llama2-13B,0.83,0.83,2212.4,True,21,11,7,3,2549.6,1.152,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,6,52,39,6,0.996,,,,,,,
Llama2-13B,0.83,0.83,2291.4,True,21,11,7,3,2549.6,1.113,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.83,0.83,2370.4,True,21,11,7,3,2549.6,1.076,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.83,0.83,2449.4,True,21,11,7,3,2549.6,1.041,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.83,0.83,2528.4,True,21,11,7,3,2549.6,1.008,2116.2,2269.2,4385.4,0.83,34.979,1.091,7.602,PoolL,5,52,39,5,0.996,,,,,,,
Llama2-13B,0.83,0.83,2607.5,True,18,14,9,2,2923.5,1.121,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,8xTP2/N_T16,6.0,26.0,63.3,506.4,False,
Llama2-13B,0.83,0.83,2686.5,True,18,14,9,2,2923.5,1.088,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.83,0.83,2765.5,True,18,14,9,2,2923.5,1.057,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.83,0.83,2844.5,True,18,14,9,2,2923.5,1.028,2426.5,2853.6,5280.1,0.946,28.582,1.411,2.482,PoolL,3,52,39,3,1.135,,,,,,,
Llama2-13B,0.83,0.83,2923.5,True,20,12,10,2,3248.4,1.111,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,9xTP2/N_T14,14.0,18.0,63.3,569.48,False,
Llama2-13B,0.83,0.83,3002.5,True,20,12,10,2,3248.4,1.082,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.83,0.83,3081.5,True,20,12,10,2,3248.4,1.054,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.83,0.83,3160.6,True,20,12,10,2,3248.4,1.028,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.83,0.83,3239.6,True,20,12,10,2,3248.4,1.003,2696.2,2269.2,4965.3,0.946,32.73,1.091,2.482,PoolL,2,52,39,2,1.135,,,,,,,
Llama2-13B,0.83,0.83,3318.6,True,22,10,11,2,3573.3,1.077,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.83,0.83,3397.6,True,22,10,11,2,3573.3,1.052,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.83,0.83,3476.6,True,22,10,11,2,3573.3,1.028,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.83,0.83,3555.6,True,22,10,11,2,3573.3,1.005,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,1,52,39,1,1.135,,,,,,,
Llama2-13B,0.83,0.83,3634.6,False,22,10,11,2,3573.3,0.983,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,3713.6,False,22,10,11,2,3573.3,0.962,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,3792.7,False,22,10,11,2,3573.3,0.942,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,3871.7,False,22,10,11,2,3573.3,0.923,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,3950.7,False,22,10,11,2,3573.3,0.904,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4029.7,False,22,10,11,2,3573.3,0.887,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4108.7,False,22,10,11,2,3573.3,0.87,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4187.7,False,22,10,11,2,3573.3,0.853,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4266.7,False,22,10,11,2,3573.3,0.837,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4345.8,False,22,10,11,2,3573.3,0.822,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4424.8,False,22,10,11,2,3573.3,0.808,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4503.8,False,22,10,11,2,3573.3,0.793,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4582.8,False,22,10,11,2,3573.3,0.78,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4661.8,False,22,10,11,2,3573.3,0.766,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4740.8,False,22,10,11,2,3573.3,0.754,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4819.8,False,22,10,11,2,3573.3,0.741,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4898.9,False,22,10,11,2,3573.3,0.729,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,4977.9,False,22,10,11,2,3573.3,0.718,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5056.9,False,22,10,11,2,3573.3,0.707,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5135.9,False,22,10,11,2,3573.3,0.696,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5214.9,False,22,10,11,2,3573.3,0.685,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5293.9,False,22,10,11,2,3573.3,0.675,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5372.9,False,22,10,11,2,3573.3,0.665,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5452.0,False,22,10,11,2,3573.3,0.655,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5531.0,False,22,10,11,2,3573.3,0.646,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5610.0,False,22,10,11,2,3573.3,0.637,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5689.0,False,22,10,11,2,3573.3,0.628,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5768.0,False,22,10,11,2,3573.3,0.619,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5847.0,False,22,10,11,2,3573.3,0.611,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,5926.0,False,22,10,11,2,3573.3,0.603,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,6005.0,False,22,10,11,2,3573.3,0.595,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,6084.1,False,22,10,11,2,3573.3,0.587,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,6163.1,False,22,10,11,2,3573.3,0.58,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,6242.1,False,22,10,11,2,3573.3,0.572,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.83,0.83,6321.1,False,22,10,11,2,3573.3,0.565,2965.8,2269.2,5235.0,0.946,37.229,1.091,2.482,PoolL,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.84,0.84,79.0,True,10,22,1,10,463.1,5.861,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.84,0.84,158.0,True,10,22,1,10,463.1,2.93,389.0,4402.4,4791.4,0.607,18.311,2.371,43.442,PoolL,52,52,39,39,0.728,,,,,,,
