Model,alpha_req,alpha_tok,lambda_tok_s,selectable,N_L,N_T,n_instances,TP_per_instance,lambda_max,headroom_ratio,Tput_L,Tput_T,system_tput,TTFT_L_s,req_lat_T_packed_s,kv_slack_T,kv_slack_L,bottleneck,n_meets_load,n_meets_kv,n_unsaturated,n_selectable,ttft_bar_s,switch_from,devices_draining,devices_kept,T_drain_s,T_breakeven_s,free_move,note
Llama2-7B,0.98,0.98,2589.5,True,20,12,5,4,2753.0,1.063,2697.9,3991.7,6689.6,0.458,15.444,2.312,25.725,PoolL,33,91,68,33,0.54,,,,,,,
Llama2-7B,0.98,0.98,2741.8,True,20,12,5,4,2753.0,1.004,2697.9,3991.7,6689.6,0.458,15.444,2.312,25.725,PoolL,32,91,68,32,0.54,,,,,,,
Llama2-7B,0.98,0.98,2894.1,True,24,8,6,4,3303.6,1.141,3237.5,3234.5,6472.0,0.458,20.895,1.812,25.725,PoolL,29,91,68,29,0.55,,,,,,,
Llama2-7B,0.98,0.98,3046.4,True,24,8,6,4,3303.6,1.084,3237.5,3234.5,6472.0,0.458,20.895,1.812,25.725,PoolL,28,91,68,28,0.55,,,,,,,
Llama2-7B,0.98,0.98,3198.8,True,24,8,6,4,3303.6,1.033,3237.5,3234.5,6472.0,0.458,20.895,1.812,25.725,PoolL,27,91,68,27,0.55,,,,,,,
Llama2-7B,0.98,0.98,3351.1,True,21,11,7,3,3535.3,1.055,3464.6,3991.7,7456.3,0.507,16.559,2.312,17.725,PoolL,25,91,68,25,0.608,,,,,,,
Llama2-7B,0.98,0.98,3503.4,True,21,11,7,3,3535.3,1.009,3464.6,3991.7,7456.3,0.507,16.559,2.312,17.725,PoolL,24,91,68,24,0.608,,,,,,,
Llama2-7B,0.98,0.98,3655.7,True,24,8,8,3,4040.3,1.105,3959.5,3234.5,7194.1,0.507,20.895,1.812,17.725,PoolL,23,91,68,23,0.608,,,,,,,
Llama2-7B,0.98,0.98,3808.1,True,24,8,8,3,4040.3,1.061,3959.5,3234.5,7194.1,0.507,20.895,1.812,17.725,PoolL,21,91,68,21,0.608,,,,,,,
Llama2-7B,0.98,0.98,3960.4,True,24,8,8,3,4040.3,1.02,3959.5,3234.5,7194.1,0.507,20.895,1.812,17.725,PoolL,21,91,68,21,0.608,,,,,,,
Llama2-7B,0.98,0.98,4112.7,True,18,14,9,2,4143.2,1.007,4060.3,3991.7,8052.0,0.562,13.214,2.312,9.725,PoolL,19,91,68,19,0.674,,,,,,,
Llama2-7B,0.98,0.98,4265.0,True,20,12,10,2,4603.6,1.079,4511.5,3991.7,8503.2,0.562,15.444,2.312,9.725,PoolL,18,91,68,18,0.674,,,,,,,
Llama2-7B,0.98,0.98,4417.3,True,20,12,10,2,4603.6,1.042,4511.5,3991.7,8503.2,0.562,15.444,2.312,9.725,PoolL,18,91,68,18,0.674,,,,,,,
Llama2-7B,0.98,0.98,4569.7,True,20,12,10,2,4603.6,1.007,4511.5,3991.7,8503.2,0.562,15.444,2.312,9.725,PoolL,17,91,68,17,0.674,,,,,,,
Llama2-7B,0.98,0.98,4722.0,True,22,10,11,2,5063.9,1.072,4962.6,3234.5,8197.1,0.562,17.994,1.812,9.725,PoolL,16,91,68,16,0.674,,,,,,,
Llama2-7B,0.98,0.98,4874.3,True,22,10,11,2,5063.9,1.039,4962.6,3234.5,8197.1,0.562,17.994,1.812,9.725,PoolL,15,91,68,15,0.674,,,,,,,
Llama2-7B,0.98,0.98,5026.6,True,22,10,11,2,5063.9,1.007,4962.6,3234.5,8197.1,0.562,17.994,1.812,9.725,PoolL,15,91,68,15,0.674,,,,,,,
Llama2-7B,0.98,0.98,5179.0,True,24,8,12,2,5524.3,1.067,5413.8,3234.5,8648.3,0.562,20.895,1.812,9.725,PoolL,13,91,68,13,0.674,,,,,,,
Llama2-7B,0.98,0.98,5331.3,True,24,8,12,2,5524.3,1.036,5413.8,3234.5,8648.3,0.562,20.895,1.812,9.725,PoolL,13,91,68,13,0.674,,,,,,,
Llama2-7B,0.98,0.98,5483.6,True,24,8,12,2,5524.3,1.007,5413.8,3234.5,8648.3,0.562,20.895,1.812,9.725,PoolL,12,91,68,12,0.674,,,,,,,
Llama2-7B,0.98,0.98,5635.9,True,26,6,13,2,5984.6,1.062,5864.9,2052.2,7917.1,0.562,29.649,1.062,9.725,PoolL,11,91,68,11,0.674,,,,,,,
Llama2-7B,0.98,0.98,5788.2,True,26,6,13,2,5984.6,1.034,5864.9,2052.2,7917.1,0.562,29.649,1.062,9.725,PoolL,11,91,68,11,0.674,,,,,,,
Llama2-7B,0.98,0.98,5940.6,True,26,6,13,2,5984.6,1.007,5864.9,2052.2,7917.1,0.562,29.649,1.062,9.725,PoolL,10,91,68,10,0.674,,,,,,,
Llama2-7B,0.98,0.98,6092.9,True,18,14,18,1,6160.4,1.011,6037.2,3991.7,10028.9,0.782,13.214,2.312,1.725,PoolL,9,91,68,9,0.938,,,,,,,
Llama2-7B,0.98,0.98,6245.2,True,19,13,19,1,6502.7,1.041,6372.6,3991.7,10364.3,0.782,14.329,2.312,1.725,PoolL,8,91,68,8,0.938,,,,,,,
Llama2-7B,0.98,0.98,6397.5,True,19,13,19,1,6502.7,1.016,6372.6,3991.7,10364.3,0.782,14.329,2.312,1.725,PoolL,8,91,68,8,0.938,,,,,,,
Llama2-7B,0.98,0.98,6549.9,True,20,12,20,1,6844.9,1.045,6708.0,3991.7,10699.7,0.782,15.444,2.312,1.725,PoolL,7,91,68,7,0.938,19xTP1/N_T13,3.0,29.0,36.68,696.98,False,
Llama2-7B,0.98,0.98,6702.2,True,20,12,20,1,6844.9,1.021,6708.0,3991.7,10699.7,0.782,15.444,2.312,1.725,PoolL,7,91,68,7,0.938,,,,,,,
Llama2-7B,0.98,0.98,6854.5,True,21,11,21,1,7187.1,1.049,7043.4,3991.7,11035.1,0.782,16.559,2.312,1.725,PoolL,6,91,68,6,0.938,20xTP1/N_T12,3.0,29.0,36.68,733.67,False,
Llama2-7B,0.98,0.98,7006.8,True,21,11,21,1,7187.1,1.026,7043.4,3991.7,11035.1,0.782,16.559,2.312,1.725,PoolL,6,91,68,6,0.938,,,,,,,
Llama2-7B,0.98,0.98,7159.1,True,21,11,21,1,7187.1,1.004,7043.4,3991.7,11035.1,0.782,16.559,2.312,1.725,PoolL,6,91,68,6,0.938,,,,,,,
Llama2-7B,0.98,0.98,7311.5,True,22,10,22,1,7529.4,1.03,7378.8,3234.5,10613.3,0.782,17.994,1.812,1.725,PoolL,5,91,68,5,0.938,,,,,,,
Llama2-7B,0.98,0.98,7463.8,True,22,10,22,1,7529.4,1.009,7378.8,3234.5,10613.3,0.782,17.994,1.812,1.725,PoolL,5,91,68,5,0.938,,,,,,,
Llama2-7B,0.98,0.98,7616.1,True,23,9,23,1,7871.6,1.034,7714.2,3234.5,10948.7,0.782,19.444,1.812,1.725,PoolL,4,91,68,4,0.938,,,,,,,
Llama2-7B,0.98,0.98,7768.4,True,23,9,23,1,7871.6,1.013,7714.2,3234.5,10948.7,0.782,19.444,1.812,1.725,PoolL,4,91,68,4,0.938,,,,,,,
Llama2-7B,0.98,0.98,7920.8,True,24,8,24,1,8213.9,1.037,8049.6,3234.5,11284.1,0.782,20.895,1.812,1.725,PoolL,3,91,68,3,0.938,23xTP1/N_T9,4.0,28.0,45.43,1044.99,False,
Llama2-7B,0.98,0.98,8073.1,True,24,8,24,1,8213.9,1.017,8049.6,3234.5,11284.1,0.782,20.895,1.812,1.725,PoolL,3,91,68,3,0.938,,,,,,,
Llama2-7B,0.98,0.98,8225.4,True,25,7,25,1,8556.1,1.04,8385.0,2453.6,10838.6,0.782,25.115,1.312,1.725,PoolL,2,91,68,2,0.938,24xTP1/N_T8,5.0,27.0,45.43,1090.42,False,
Llama2-7B,0.98,0.98,8377.7,True,25,7,25,1,8556.1,1.021,8385.0,2453.6,10838.6,0.782,25.115,1.312,1.725,PoolL,2,91,68,2,0.938,,,,,,,
Llama2-7B,0.98,0.98,8530.0,True,25,7,25,1,8556.1,1.003,8385.0,2453.6,10838.6,0.782,25.115,1.312,1.725,PoolL,2,91,68,2,0.938,,,,,,,
Llama2-7B,0.98,0.98,8682.4,True,26,6,26,1,8898.4,1.025,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,1,91,68,1,0.938,,,,,,,
Llama2-7B,0.98,0.98,8834.7,True,26,6,26,1,8898.4,1.007,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,1,91,68,1,0.938,,,,,,,
Llama2-7B,0.98,0.98,8987.0,False,26,6,26,1,8898.4,0.99,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,9139.3,False,26,6,26,1,8898.4,0.974,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,9291.7,False,26,6,26,1,8898.4,0.958,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,9444.0,False,26,6,26,1,8898.4,0.942,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,9596.3,False,26,6,26,1,8898.4,0.927,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,9748.6,False,26,6,26,1,8898.4,0.913,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,9900.9,False,26,6,26,1,8898.4,0.899,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,10053.3,False,26,6,26,1,8898.4,0.885,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,10205.6,False,26,6,26,1,8898.4,0.872,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,10357.9,False,26,6,26,1,8898.4,0.859,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,10510.2,False,26,6,26,1,8898.4,0.847,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,10662.6,False,26,6,26,1,8898.4,0.835,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,10814.9,False,26,6,26,1,8898.4,0.823,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,10967.2,False,26,6,26,1,8898.4,0.811,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,11119.5,False,26,6,26,1,8898.4,0.8,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,11271.8,False,26,6,26,1,8898.4,0.789,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,11424.2,False,26,6,26,1,8898.4,0.779,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,11576.5,False,26,6,26,1,8898.4,0.769,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,11728.8,False,26,6,26,1,8898.4,0.759,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,11881.1,False,26,6,26,1,8898.4,0.749,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,12033.5,False,26,6,26,1,8898.4,0.739,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.98,0.98,12185.8,False,26,6,26,1,8898.4,0.73,8720.4,2052.2,10772.6,0.782,29.649,1.062,1.725,PoolL,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,79.0,True,2,30,1,2,4492.2,56.854,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,158.0,True,2,30,1,2,4492.2,28.427,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,237.0,True,2,30,1,2,4492.2,18.951,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,316.1,True,2,30,1,2,4492.2,14.213,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,395.1,True,2,30,1,2,4492.2,11.371,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,474.1,True,2,30,1,2,4492.2,9.476,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,553.1,True,2,30,1,2,4492.2,8.122,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,632.1,True,2,30,1,2,4492.2,7.107,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,711.1,True,2,30,1,2,4492.2,6.317,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,790.1,True,2,30,1,2,4492.2,5.685,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,869.2,True,2,30,1,2,4492.2,5.169,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,948.2,True,2,30,1,2,4492.2,4.738,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1027.2,True,2,30,1,2,4492.2,4.373,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1106.2,True,2,30,1,2,4492.2,4.061,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1185.2,True,2,30,1,2,4492.2,3.79,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1264.2,True,2,30,1,2,4492.2,3.553,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1343.2,True,2,30,1,2,4492.2,3.344,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1422.2,True,2,30,1,2,4492.2,3.159,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1501.3,True,2,30,1,2,4492.2,2.992,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1580.3,True,2,30,1,2,4492.2,2.843,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1659.3,True,2,30,1,2,4492.2,2.707,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1738.3,True,2,30,1,2,4492.2,2.584,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1817.3,True,2,30,1,2,4492.2,2.472,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1896.3,True,2,30,1,2,4492.2,2.369,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,1975.3,True,2,30,1,2,4492.2,2.274,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,2054.4,True,2,30,1,2,4492.2,2.187,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,2133.4,True,2,30,1,2,4492.2,2.106,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,2212.4,True,2,30,1,2,4492.2,2.03,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,2291.4,True,2,30,1,2,4492.2,1.96,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,52,52,39,39,0.728,,,,,,,
Llama2-13B,0.02,0.02,2370.4,True,2,30,1,2,4492.2,1.895,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.02,0.02,2449.4,True,2,30,1,2,4492.2,1.834,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.02,0.02,2528.4,True,2,30,1,2,4492.2,1.777,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.02,0.02,2607.5,True,2,30,1,2,4492.2,1.723,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.02,0.02,2686.5,True,2,30,1,2,4492.2,1.672,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.02,0.02,2765.5,True,2,30,1,2,4492.2,1.624,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.02,0.02,2844.5,True,2,30,1,2,4492.2,1.579,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,40,52,39,32,0.728,,,,,,,
Llama2-13B,0.02,0.02,2923.5,True,2,30,1,2,4492.2,1.537,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3002.5,True,2,30,1,2,4492.2,1.496,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3081.5,True,2,30,1,2,4492.2,1.458,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3160.6,True,2,30,1,2,4492.2,1.421,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3239.6,True,2,30,1,2,4492.2,1.387,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3318.6,True,2,30,1,2,4492.2,1.354,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3397.6,True,2,30,1,2,4492.2,1.322,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3476.6,True,2,30,1,2,4492.2,1.292,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3555.6,True,2,30,1,2,4492.2,1.263,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3634.6,True,2,30,1,2,4492.2,1.236,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3713.6,True,2,30,1,2,4492.2,1.21,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3792.7,True,2,30,1,2,4492.2,1.184,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3871.7,True,2,30,1,2,4492.2,1.16,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,3950.7,True,2,30,1,2,4492.2,1.137,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,4029.7,True,2,30,1,2,4492.2,1.115,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,4108.7,True,2,30,1,2,4492.2,1.093,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,4187.7,True,2,30,1,2,4492.2,1.073,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,4266.7,True,2,30,1,2,4492.2,1.053,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,4345.8,True,2,30,1,2,4492.2,1.034,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,4424.8,True,2,30,1,2,4492.2,1.015,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,23,52,39,21,0.728,,,,,,,
Llama2-13B,0.02,0.02,4503.8,False,2,30,1,2,4492.2,0.997,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,4582.8,False,2,30,1,2,4492.2,0.98,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,4661.8,False,2,30,1,2,4492.2,0.964,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,4740.8,False,2,30,1,2,4492.2,0.948,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,4819.8,False,2,30,1,2,4492.2,0.932,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,4898.9,False,2,30,1,2,4492.2,0.917,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,4977.9,False,2,30,1,2,4492.2,0.902,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5056.9,False,2,30,1,2,4492.2,0.888,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5135.9,False,2,30,1,2,4492.2,0.875,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5214.9,False,2,30,1,2,4492.2,0.861,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5293.9,False,2,30,1,2,4492.2,0.849,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5372.9,False,2,30,1,2,4492.2,0.836,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5452.0,False,2,30,1,2,4492.2,0.824,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5531.0,False,2,30,1,2,4492.2,0.812,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5610.0,False,2,30,1,2,4492.2,0.801,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-13B,0.02,0.02,5689.0,False,2,30,1,2,4492.2,0.79,269.6,4402.4,4672.1,0.946,14.796,2.371,2.482,PoolT,0,52,39,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
