Model,trace,t,lam,alpha,alpha_s,action,split,N_L,N_T,j,m,Tput_L,Tput_T,TTFT_L_s,req_lat_T_s,devices_draining,devices_kept,tokens_lost,target,load_L,load_T,served_by_L,served_by_T,spare_T,excess_L,spilled,unmet,eff_ttft_s,served_total,cap_L,cap_T,derate,ledger,ledger_lat,shadow,draining_now,kv_slack_L,kv_slack_T
Llama2-7B,4_step_down,21270.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21300.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21330.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21360.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21390.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21420.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21450.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21480.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21510.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21540.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21570.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,4_step_down,21600.0,6383.025000000001,0.09999999999999998,0.10000000000000002,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,638.3024999999999,5744.722500000001,638.3024999999999,5744.722500000001,494.3774999999996,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,30.0,6383.025000000001,0.04999999999999999,0.04999999999999999,PROVISION,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,319.15124999999995,6063.873750000001,319.15124999999995,6063.873750000001,175.2262499999997,0.0,0.0,0.0,0.782,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,60.0,6383.025000000001,0.05118219749652294,0.050188091859574874,HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,326.6972461752434,6056.327753824757,326.6972461752434,6056.327753824757,182.7722461752437,0.0,0.0,0.0,0.782,6383.025,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,90.0,6383.025000000001,0.05236439499304588,0.05053434948960468,HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,334.24324235048675,6048.781757649514,334.24324235048675,6048.781757649514,190.3182423504868,0.0,0.0,0.0,0.782,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,120.0,6383.025000000001,0.053546592489568834,0.051013608149025884,HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,341.7892385257301,6041.2357614742705,335.4,6047.625000000001,197.8642385257299,6.38923852573015,6.38923852573015,0.0,0.8851320620230695,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,150.0,6383.025000000001,0.054728789986091785,0.051604706897287356,HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,349.33523470097356,6033.689765299027,335.4,6047.625000000001,205.41023470097298,13.93523470097358,13.93523470097358,0.0,1.002077112779878,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,180.0,6383.025000000001,0.05591098748261473,0.05228985157533627,HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,356.88123087621693,6026.143769123784,335.4,6047.625000000001,212.95623087621607,21.481230876216955,21.481230876216955,0.0,1.1140767260668702,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,210.0,6383.025000000001,0.05709318497913768,0.05305407913861265,HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,364.4272270514603,6018.59777294854,335.4,6047.625000000001,220.50222705146007,29.02722705146033,29.02722705146033,0.0,1.2214381093273612,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,240.0,6383.025000000001,0.05827538247566062,0.05388480721658473,HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,371.9732232267037,6011.051776773296,335.4,6047.625,228.04822322670407,36.5732232267037,36.5732232267037,0.0,1.3244435414770446,6383.025,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,270.0,6383.025000000001,0.05945757997218357,0.05477145533897694,SPILL_HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,379.5192194019471,6003.505780598053,335.4,6047.625,235.59421940194716,44.119219401947134,44.119219401947134,0.0,1.423352851178671,6383.025,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,300.0,6383.025000000001,0.060639777468706524,0.05570512642626287,SPILL_HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,387.0652155771905,5995.95978442281,335.4,6047.625000000001,243.14021557719025,51.66521557719051,51.66521557719051,0.0,1.5184056052267931,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,330.0,6383.025000000001,0.06182197496522947,0.05667833895616254,SPILL_HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,394.61121175243386,5988.413788247567,335.4,6047.625000000001,250.68621175243334,59.21121175243388,59.21121175243388,0.0,1.609823045846753,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,360.0,6383.025000000001,0.06300417246175243,0.05768480174341005,SPILL_HOLD,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,0,,0.0,,402.1572079276773,5980.867792072324,335.4,6047.625000000001,258.2322079276764,66.75720792767731,66.75720792767731,0.0,1.6978098098871566,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,390.0,6383.025000000001,0.06418636995827537,0.05871922455286763,GROW_B,1xTP1/N_T31,1.0,31.0,1.0,1.0,335.4,6239.1,0.782,6.299,30,2.0,280039.01183060766,16xTP1/N_T16,409.70320410292067,5973.32179589708,335.4,6047.625000000001,265.7782041029204,74.30320410292069,74.30320410292069,0.0,1.782555458025746,6383.025000000001,335.4,6239.1,1.0,0.0,0.0,,False,1.725,3.812
Llama2-7B,5_slow_ramp,420.0,6383.025000000001,0.06536856745479831,0.05977715884477207,DRAINING,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,417.24920027816404,5965.775799721836,335.4,389.94375,-5575.832049721836,81.84920027816406,0.0,81.84920027816406,0.782,725.34375,335.4,389.94375,0.0625,-169730.4375,1031570.6186265645,1xTP1/N_T31,True,1.725,3.812
Llama2-7B,5_slow_ramp,450.0,6383.025000000001,0.06655076495132126,0.060854863857983374,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,424.7951964534074,5958.229803546593,424.7951964534074,5958.229803546593,280.8701964534075,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999997,252999.75688106718,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,480.0,6383.025000000001,0.06773296244784421,0.061949193999868604,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,432.34119262865084,5950.68380737135,432.34119262865084,5950.68380737135,288.4161926286506,0.0,0.0,0.0,0.7819999999999999,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999997,-521870.0201203587,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,510.0,6383.025000000001,0.06891515994436716,0.06305750415285886,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,439.8871888038942,5943.137811196107,439.8871888038942,5943.137811196107,295.9621888038937,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999997,-1293038.712377713,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,540.0,6383.025000000001,0.0700973574408901,0.06417757004707256,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,447.4331849791376,5935.591815020864,447.4331849791376,5935.591815020864,303.5081849791368,0.0,0.0,0.0,0.782,6383.0250000000015,5366.4,6239.1,1.0,-169730.43749999994,-2060506.3198909957,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,570.0,6383.025000000001,0.07127955493741306,0.06530752130193969,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,454.979181154381,5928.04581884562,454.979181154381,5928.04581884562,311.0541811543808,0.0,0.0,0.0,0.7819999999999999,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999994,-2824272.842660207,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,600.0,6383.025000000001,0.072461752433936,0.06644578512114378,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,462.5251773296244,5920.499822670376,462.5251773296244,5920.499822670376,318.6001773296248,0.0,0.0,0.0,0.782,6383.025,5366.4,6239.1,1.0,-169730.43749999994,-3584338.2806853456,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,630.0,6383.025000000001,0.07364394993045895,0.06759103894590039,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,470.0711735048678,5912.9538264951325,470.0711735048678,5912.9538264951325,326.1461735048679,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.4374999999,-4340702.633966413,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,660.0,6383.025000000001,0.0748261474269819,0.06874217064126871,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,477.6171696801112,5905.407830319889,477.6171696801112,5905.407830319889,333.69216968011096,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.4374999999,-5093365.902503409,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,690.0,6383.025000000001,0.07600834492350485,0.06989824501696375,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,485.1631658553546,5897.861834144646,485.1631658553546,5897.861834144646,341.23816585535405,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.4374999999,-5842328.086296334,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,720.0,6383.025000000001,0.07719054242002779,0.07105847567482726,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,492.70916203059795,5890.315837969403,492.70916203059795,5890.315837969403,348.78416203059714,0.0,0.0,0.0,0.782,6383.0250000000015,5366.4,6239.1,1.0,-169730.43749999988,-6587589.185345187,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,750.0,6383.025000000001,0.07837273991655075,0.07222220133546704,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,500.2551582058414,5882.769841794159,500.2551582058414,5882.769841794159,356.33015820584114,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999988,-7329149.199649968,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,780.0,6383.025000000001,0.07955493741307369,0.07338886593141268,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,507.80115438108476,5875.223845618915,507.80115438108476,5875.223845618915,363.87615438108514,0.0,0.0,0.0,0.782,6383.025,5366.4,6239.1,1.0,-169730.43749999988,-8067008.129210678,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,810.0,6383.025000000001,0.08073713490959664,0.07455800186752168,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,515.3471505563281,5867.677849443672,515.3471505563281,5867.677849443672,371.42215055632823,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999985,-8801165.974027315,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,840.0,6383.025000000001,0.0819193324061196,0.0757292159447149,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,522.8931467315716,5860.131853268429,522.8931467315716,5860.131853268429,378.9681467315713,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999985,-9531622.734099882,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,870.0,6383.025000000001,0.08310152990264254,0.07690217752329627,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,530.4391429068149,5852.585857093186,530.4391429068149,5852.585857093186,386.5141429068144,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999985,-10258378.409428377,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,900.0,6383.025000000001,0.08428372739916548,0.07807660856953055,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,537.9851390820583,5845.039860917943,537.9851390820583,5845.039860917943,394.0601390820575,0.0,0.0,0.0,0.782,6383.0250000000015,5366.4,6239.1,1.0,-169730.43749999983,-10981433.0000128,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,930.0,6383.025000000001,0.08546592489568844,0.07925227528584652,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,545.5311352573018,5837.493864742699,545.5311352573018,5837.493864742699,401.6061352573015,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999983,-11700786.505853152,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,960.0,6383.025000000001,0.08664812239221138,0.08042898107270462,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,553.0771314325451,5829.947868567455,553.0771314325451,5829.947868567455,409.1521314325455,0.0,0.0,0.0,0.782,6383.025,5366.4,6239.1,1.0,-169730.43749999983,-12416438.926949432,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,990.0,6383.025000000001,0.08783031988873433,0.08160656061025677,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,560.6231276077884,5822.401872392212,560.6231276077884,5822.401872392212,416.6981276077886,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.4374999998,-13128390.26330164,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1020.0,6383.025000000001,0.08901251738525728,0.0827848748816354,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,568.169123783032,5814.855876216969,568.169123783032,5814.855876216969,424.2441237830317,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.4374999998,-13836640.514909778,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1050.0,6383.025000000001,0.09019471488178023,0.08396380698805486,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,575.7151199582753,5807.309880041726,575.7151199582753,5807.309880041726,431.7901199582748,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.4374999998,-14541189.681773843,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1080.0,6383.025000000001,0.09137691237830317,0.08514325862974538,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,583.2611161335186,5799.7638838664825,583.2611161335186,5799.7638838664825,439.33611613351786,0.0,0.0,0.0,0.782,6383.0250000000015,5366.4,6239.1,1.0,-169730.43749999977,-15242037.763893837,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1110.0,6383.025000000001,0.09255910987482613,0.08632314714678294,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,590.8071123087622,5792.2178876912385,590.8071123087622,5792.2178876912385,446.88211230876186,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999977,-15939184.76126976,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1140.0,6383.025000000001,0.09374130737134907,0.08750340303073371,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,598.3531084840055,5784.6718915159945,598.3531084840055,5784.6718915159945,454.42810848400586,0.0,0.0,0.0,0.782,6383.025,5366.4,6239.1,1.0,-169730.43749999977,-16632630.67390161,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1170.0,6383.025000000001,0.09492350486787202,0.08868396783220492,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,605.8991046592488,5777.125895340751,605.8991046592488,5777.125895340751,461.97410465924895,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999974,-17322375.501789387,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1200.0,6383.025000000001,0.09610570236439497,0.08986479240131165,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,613.4451008344922,5769.579899165508,613.4451008344922,5769.579899165508,469.52010083449204,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999974,-18008419.244933095,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1230.0,6383.025000000001,0.09728789986091792,0.0910458354080919,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,620.9910970097357,5762.033902990265,620.9910970097357,5762.033902990265,477.06609700973513,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999974,-18690761.90333273,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1260.0,6383.025000000001,0.09847009735744086,0.09222706209832876,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,628.537093184979,5754.487906815022,628.537093184979,5754.487906815022,484.6120931849782,0.0,0.0,0.0,0.782,6383.0250000000015,5366.4,6239.1,1.0,-169730.4374999997,-19369403.476988293,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1290.0,6383.025000000001,0.09965229485396382,0.09340844324732583,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,636.0830893602224,5746.941910639778,636.0830893602224,5746.941910639778,492.1580893602222,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.4374999997,-20044343.965899784,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1320.0,6383.025000000001,0.10083449235048676,0.09458995428014068,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,643.6290855354658,5739.395914464534,643.6290855354658,5739.395914464534,499.7040855354662,0.0,0.0,0.0,0.782,6383.025,5366.4,6239.1,1.0,-169730.4374999997,-20715583.370067205,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1350.0,6383.025000000001,0.1020166898470097,0.09577157453179228,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,651.1750817107092,5731.849918289291,651.1750817107092,5731.849918289291,507.2500817107093,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999968,-21383121.689490553,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1380.0,6383.025000000001,0.10319888734353266,0.09695328662517218,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,658.7210778859526,5724.303922114048,658.7210778859526,5724.303922114048,514.7960778859524,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999968,-22046958.92416983,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1410.0,6383.025000000001,0.10438108484005561,0.0981350759479322,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,666.267074061196,5716.757925938805,666.267074061196,5716.757925938805,522.3420740611955,0.0,0.0,0.0,0.7819999999999999,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999968,-22707095.074105036,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1440.0,6383.025000000001,0.10556328233657855,0.09931693021260109,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,673.8130702364393,5709.211929763562,673.8130702364393,5709.211929763562,529.8880702364386,0.0,0.0,0.0,0.782,6383.0250000000015,5366.4,6239.1,1.0,-169730.43749999965,-23363530.13929617,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1470.0,6383.025000000001,0.10674547983310151,0.10049883908668836,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,681.3590664116828,5701.665933588318,681.3590664116828,5701.665933588318,537.4340664116826,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999965,-24016264.11974323,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1500.0,6383.025000000001,0.10792767732962445,0.10168079388163978,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,688.9050625869262,5694.119937413074,688.9050625869262,5694.119937413074,544.9800625869266,0.0,0.0,0.0,0.7819999999999999,6383.025,5366.4,6239.1,1.0,-169730.43749999965,-24665297.015446223,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1530.0,6383.025000000001,0.1091098748261474,0.10286278729128126,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,696.4510587621695,5686.573941237831,696.4510587621695,5686.573941237831,552.5260587621697,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999962,-25310628.82640514,1xTP1/N_T31,False,1.725,3.812
Llama2-7B,5_slow_ramp,1560.0,6383.025000000001,0.11029207232267035,0.10404481317187718,HOLD,16xTP1/N_T16,16.0,16.0,16.0,1.0,5366.4,6239.1,0.782,10.832,0,,0.0,,703.9970549374129,5679.027945062588,703.9970549374129,5679.027945062588,560.0720549374128,0.0,0.0,0.0,0.782,6383.025000000001,5366.4,6239.1,1.0,-169730.43749999962,-25952259.55261999,1xTP1/N_T31,False,1.725,3.812
