Model,Device number,Seqlen,Pipeline parallelism,Tensor parallelism,Phase,Total Latency (s),Throughput (tokens/s),Energy per Token (mJ),Total power (W)
Llama2-7B,8,1664,32,1,prefill,14.762232546743055,3641.933836451079,64.81697334749958,265.7802627273617
Llama2-7B,8,1792,1,8,prefill,2.2591037735416672,809.4817884280556,96.74797481708984,124.2265264292088
Llama2-7B,8,1792,2,4,prefill,2.6030177469166667,1397.9302016541983,82.01069610775048,168.40298488839977
Llama2-7B,8,1792,4,2,prefill,3.2883188100833336,2206.849259602904,72.70214380763034,215.177338128882
Llama2-7B,8,1792,8,1,prefill,4.721368552416667,3060.896429611634,70.00055760547505,261.2682711089586
Llama2-7B,8,1792,32,1,prefill,16.103568155569448,3599.915187563821,65.09806559239516,264.1590004991428
Llama2-7B,8,1920,1,8,prefill,2.4620822259375004,797.5569230940959,96.89100611321236,122.4379193265566
Llama2-7B,8,1920,2,4,prefill,2.830561483125,1379.7387506164025,82.15243003589117,166.4734447378013
Llama2-7B,8,1920,4,2,prefill,3.569044375375,2181.315661619927,72.88739162444156,213.2854271976104
Llama2-7B,8,1920,8,1,prefill,5.112918319875,3031.1865775092792,70.25885320724674,259.7960172395488
Llama2-7B,8,1920,32,1,prefill,17.473346388395836,3559.271846233892,65.37622712906717,262.58217801583737
Llama2-7B,8,2048,1,8,prefill,2.670348614333333,786.1219586579241,97.03112884052686,120.72824853513792
Llama2-7B,8,2048,2,4,prefill,3.0633931553333333,1362.224251864523,82.29125539522384,164.61672488935756
Llama2-7B,8,2048,4,2,prefill,3.8550578766666654,2156.8662629689507,73.0642105508621,211.4724040844123
Llama2-7B,8,2048,8,1,prefill,5.509756023333333,3003.012414839387,70.51739949487623,258.4490347570646
Llama2-7B,8,2048,32,1,prefill,18.871567245222224,3519.9071722707395,65.65200746530755,261.04715581452456
Llama2-7B,8,2176,1,8,prefill,2.886895066729166,774.649913574324,97.20111837919389,119.0031904056989
Llama2-7B,8,2176,2,4,prefill,3.311910459541666,1342.6880814738915,82.52813977369509,162.49880767925535
Llama2-7B,8,2176,4,2,prefill,4.1567570099583335,2129.818537202005,73.33454234923545,209.4625918542534
Llama2-7B,8,2176,8,1,prefill,5.922279358791667,2972.38132088547,70.85980551290508,257.02809503296254
Llama2-7B,8,2176,32,1,prefill,20.30897043804861,3480.4763507856064,65.95376788549383,259.5237288784724
Llama2-7B,8,2304,1,8,prefill,3.108749935125,763.6667938072807,97.36552944002216,117.35755698311712
Llama2-7B,8,2304,2,4,prefill,3.56573617975,1324.1257455123753,82.75186876235139,160.49254563505687
Llama2-7B,8,2304,4,2,prefill,4.46376455925,2104.145920307137,73.58793030180576,207.5538887609521
Llama2-7B,8,2304,8,1,prefill,6.34011111025,2943.4016481733884,71.17722340050298,255.66933224561657
Llama2-7B,8,2304,32,1,prefill,21.77481625487501,3442.354950998829,66.25078958490596,258.04242085786416
Llama2-7B,8,2432,1,8,prefill,3.335935747520833,753.1272501551717,97.5252456425048,115.78317915302635
Llama2-7B,8,2432,2,4,prefill,3.824892843958333,1306.4254154892617,82.96452233520836,158.58408351152363
Llama2-7B,8,2432,4,2,prefill,4.776103052541667,2079.6775665089285,73.8270525598499,205.73296003573896
Llama2-7B,8,2432,8,1,prefill,6.763273805708334,2915.84751111586,71.45856896052558,254.3188160954525
Llama2-7B,8,2432,32,1,prefill,23.26910469570139,3405.447005423865,66.54382078261355,256.6005923385842
Llama2-7B,8,2560,1,8,prefill,3.5684094959166663,743.000877782483,97.68096649930504,114.27513078565084
Llama2-7B,8,2560,2,4,prefill,4.089337444166667,1289.5074775486546,83.16775708854729,156.7643536624452
Llama2-7B,8,2560,4,2,prefill,5.093729481833334,2056.291515187645,74.05404426145819,203.9914247148508
Llama2-7B,8,2560,8,1,prefill,7.191724437166666,2889.5554845868114,71.73781007340932,253.06432272836187
Llama2-7B,8,2560,32,1,prefill,24.791835760527785,3369.669842602827,66.83346005387227,255.1959445924141
Llama2-7B,8,2688,1,8,prefill,3.806189612312499,733.2538103899661,97.83326594914834,112.82739025797667
Llama2-7B,8,2688,2,4,prefill,4.359088412375,1273.293953399984,83.3629217430702,155.02376515675687
Llama2-7B,8,2688,4,2,prefill,5.416662279125,2033.8714043838447,74.27064151832091,202.3201873518865
Llama2-7B,8,2688,8,1,prefill,7.632887004624999,2862.48807172612,72.05685293325325,251.78539991587647
Llama2-7B,8,2688,32,1,prefill,26.343009449354174,3334.951333336376,67.1201919596034,253.82644995141104
Llama2-7B,8,2816,1,8,prefill,4.049278144708333,723.8585067444292,97.98260937974392,111.4352239404577
Llama2-7B,8,2816,2,4,prefill,4.634147796583334,1257.7218696728137,83.55111559901256,153.35479323456383
Llama2-7B,8,2816,4,2,prefill,5.744903492416667,2012.323999726793,74.47826058693664,200.7122391353413
Llama2-7B,8,2816,8,1,prefill,8.079357988083334,2836.6268914995485,72.3575748825796,250.5527121995556
Llama2-7B,8,2816,32,1,prefill,27.92262576218056,3301.227852539629,67.40441295874251,252.49030030152863
Llama2-7B,8,2944,1,8,prefill,4.297697621104167,714.7888980427434,98.12938467781332,110.09406300855636
Llama2-7B,8,2944,2,4,prefill,4.914538124791667,1242.7345252292796,83.73325020996538,151.7505208417911
Llama2-7B,8,2944,4,2,prefill,6.078475649708333,1991.5664470044696,74.67807485433116,199.1610946722576
Llama2-7B,8,2944,8,1,prefill,8.531159915541666,2811.8378930849826,72.62994977332387,249.3258121144323
Llama2-7B,8,2944,32,1,prefill,29.530684699006947,3268.442742518572,67.68645056084507,251.18586825882807
Llama2-7B,8,3072,1,8,prefill,4.551405033499999,706.0276178033132,98.2739089298485,108.80126983221828
Llama2-7B,8,3072,2,4,prefill,5.200216389,1228.2919607483243,83.91007905147852,150.20667156865997
Llama2-7B,8,3072,4,2,prefill,6.417335743,1971.5406808091395,74.87105599058327,197.6630770654324
Llama2-7B,8,3072,8,1,prefill,8.988249779,2788.022135004752,72.90131851389229,248.17358535678704
Llama2-7B,8,3072,32,1,prefill,31.167186259833333,3236.5451344443222,67.96657769054069,249.91167739581053
Llama2-7B,8,3200,1,8,prefill,4.813392509895833,697.3294319758385,98.43839049162573,107.51565812624756
Llama2-7B,8,3200,2,4,prefill,5.494174717208332,1213.9951518130322,84.10417704613693,148.6794596582539
Llama2-7B,8,3200,4,2,prefill,6.7718814682916655,1950.443112029748,75.12633290297678,196.0913773783448
Llama2-7B,8,3200,8,1,prefill,9.461025274458333,2763.1385656107373,73.22868607489717,246.9988284955253
Llama2-7B,8,3200,32,1,prefill,32.84287015665972,3204.858333236667,68.26402353384309,248.65494583088923
Llama2-7B,8,3328,1,8,prefill,5.080688402291665,688.9271484340836,98.5994337208138,106.27644271529712
Llama2-7B,8,3328,2,4,prefill,5.793441461416665,1200.203959398635,84.29245872352443,147.20782016765486
Llama2-7B,8,3328,4,2,prefill,7.131735609583333,1930.1490957101005,75.37103752873585,194.5777815035591
Llama2-7B,8,3328,8,1,prefill,9.939109185916667,2739.2441366662006,73.53991096537476,245.8615631654707
Llama2-7B,8,3328,32,1,prefill,34.546996677486106,3174.039835980555,68.55852061483138,247.4274197241949
Llama2-7B,8,3456,1,8,prefill,5.353315238687499,680.8004480022546,98.75742262980606,105.08011497151624
Llama2-7B,8,3456,2,4,prefill,6.098039149624999,1186.879844824465,84.47557231655453,145.78714001850355
Llama2-7B,8,3456,4,2,prefill,7.496920694875,1910.589084057127,75.60634654181439,193.11692954799904
Llama2-7B,8,3456,8,1,prefill,10.422524041375,2716.2448504805207,73.82621036586384,244.7300604908765
Llama2-7B,8,3456,32,1,prefill,36.2795658223125,3144.0427758031465,68.85039657376268,246.22774892635803
Llama2-7B,8,3584,1,8,prefill,5.631230011083332,672.9351768018817,98.9126810985602,103.92452637584684
Llama2-7B,8,3584,2,4,prefill,6.407924773833331,1173.9952521093153,84.65406817991654,144.41457919302485
Llama2-7B,8,3584,4,2,prefill,7.867393716166665,1891.7115083283245,75.83326324636485,191.70550621552087
Llama2-7B,8,3584,8,1,prefill,10.911226832833334,2694.069786353196,74.11065274407756,243.65946983742464
Llama2-7B,8,3584,32,1,prefill,38.04057759113889,3114.824663088742,69.1399322451431,245.05469737366505
Llama2-7B,8,3712,1,8,prefill,5.914451151479166,665.3147798193361,99.06549388559009,102.80684556703768
Llama2-7B,8,3712,2,4,prefill,6.723116766041665,1161.5196701570317,84.8284263089619,143.0865084069878
Llama2-7B,8,3712,4,2,prefill,8.243173105458332,1873.46288904186,76.0526581114139,190.3393890701552
Llama2-7B,8,3712,8,1,prefill,11.412641560291668,2671.592263581688,74.42355836903279,242.58400269296308
Llama2-7B,8,3712,32,1,prefill,39.83003198396528,3086.3467730725697,69.42736972768478,243.90712773014727
Llama2-7B,8,3840,1,8,prefill,6.202980707874999,657.9252447477986,99.21610470269256,101.7247577042947
Llama2-7B,8,3840,2,4,prefill,7.043617174249999,1149.4273789098015,84.99905962074668,141.79998762676826
Llama2-7B,8,3840,4,2,prefill,8.62426091075,1855.7982058309672,76.26528246453607,189.0152672314268
Llama2-7B,8,3840,8,1,prefill,11.919364703750002,2649.900100639052,74.72343780860105,241.53866757271848
Llama2-7B,8,3840,32,1,prefill,41.64792900079167,3058.573645155336,69.71291884027163,242.78398881005043
Llama2-7B,8,3968,1,8,prefill,6.496841208270832,650.7528441988846,99.36472836427514,100.67593313183232
Llama2-7B,8,3968,2,4,prefill,7.369448526458331,1137.6936739917771,85.166330302001,140.55208744608694
Llama2-7B,8,3968,4,2,prefill,9.010679660041664,1838.6752787864896,76.4717932371066,187.7298715626094
Llama2-7B,8,3968,8,1,prefill,12.431418791208335,2628.928766527565,75.00233991501214,240.49774297160943
Llama2-7B,8,3968,32,1,prefill,43.494268641618056,3031.472669673767,69.99676232838313,241.6843051761575
Llama2-7B,8,4096,1,8,prefill,6.795989644666666,643.7881061593116,99.51154821861248,99.65899767544816
Llama2-7B,8,4096,2,4,prefill,7.700567814666667,1126.3012238395554,85.33055065178172,139.3411196392686
Llama2-7B,8,4096,4,2,prefill,9.402386345333332,1822.063566614493,76.67276062974682,186.48136905403857
Llama2-7B,8,4096,8,1,prefill,12.948760814666668,2608.6293736474013,75.28007945781219,239.5069620527109
Llama2-7B,8,4096,32,1,prefill,45.36905090644445,3005.0137438295624,70.27906009431382,240.6071684584195
